epoch,phase,lr,loss,translation,rotation,bbox_corner,rotation_error_deg,confidence,segmentation,val_pose_loss_pred_mask,val_pose_loss_gt_mask,val_gt_translation,val_gt_rotation,val_gt_bbox_corner,val_gt_rotation_error_deg,val_gt_confidence
9,val,0.0009000000000000001,9.52696670804705,0.11274945378607633,1.4963441241760642,0.5672383022551634,127.66030132527254,0.001342558632521624,0.24170410815550356,9.406114656098035,9.081114961176503,0.0846946137406084,1.4960671328768438,0.5036633420659571,128.3738648550851,0.001180573494579852
10,train,0.001,9.236586260714223,0.09636283517138136,1.4864083133866763,0.5028228740948459,127.44491909144274,0.0015563296258239768,0.24716182818490084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,val,0.001,9.513892713858157,0.11680595797239518,1.497740497394484,0.5375666540800309,128.14178120360083,0.0014331476012724737,0.2633973503751414,9.382194003280329,9.014912807211584,0.08602954880619536,1.492927422328871,0.4737474556480135,128.21505519321985,0.0011477865322079624
11,train,0.001,9.173430565681066,0.09290281308770383,1.4854165962531705,0.486762602123791,127.51673636582932,0.0014831621123163137,0.24352223235389073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,val,0.001,9.463523261401118,0.11133676879488084,1.4945374265009044,0.5488267104540553,127.27570615495954,0.0013209342192121952,0.22632954702997693,9.350358476444166,9.00136203181987,0.08400569225148279,1.491318659514797,0.4780880723680769,127.6653467684376,0.00110556655658447
12,train,0.001,9.151852286309513,0.09288376621240846,1.4814177019197379,0.4878283596181219,127.16058498031043,0.0014328337105629972,0.23640856668098795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,val,0.001,9.52313672279825,0.11497359658230324,1.4933190558637892,0.5614466738640046,127.44862482499103,0.0013450334963450513,0.25632080306508104,9.394976338561701,9.035207166963694,0.08473323713227802,1.4907561114856176,0.4938722278694717,127.7044937367342,0.0010990064685608317
13,train,0.0009990134628777144,9.155742804751869,0.09245634342801246,1.4832427198569522,0.48725443788559364,127.30922377394327,0.0013889938060698058,0.2342629044637745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,val,0.0009990134628777144,9.436689843936842,0.11222029203663067,1.4945950416886076,0.5311726343875028,127.77083470870038,0.0012651040582271407,0.230389625822403,9.321495012361176,8.987828541775139,0.08509108015545169,1.493015584288811,0.4632816378559385,128.2666594057667,0.0010995258682892106
14,train,0.0009960577449221733,9.091940966075597,0.08969367781825643,1.4776258930411355,0.4803931935858808,126.94981701951792,0.0013286321797033093,0.22901016099969682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,val,0.0009960577449221733,9.4280735497572,0.1099127012932179,1.49266778510444,0.543091601102936,127.42732051927216,0.0012287506417903518,0.21709627300804976,9.319525380523837,8.948962089966754,0.08034863119602811,1.4935827918198643,0.45903777939324475,128.15000825998735,0.001064448118772909
15,train,0.000991144511001808,9.046996324949298,0.0884838806331768,1.4729720885029425,0.47407925296765546,126.57857314230232,0.0012968731631879272,0.22788340908573756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,val,0.000991144511001808,9.483174586782651,0.11292810924351215,1.4990279838746907,0.543004645528842,127.76486447392678,0.0012341416717093553,0.22182284075082565,9.372263163936381,8.984440518885243,0.0815251256928456,1.4961120942417456,0.4663346969351477,128.18886028990454,0.00106957810752721
16,train,0.000984293151406259,9.022534427382434,0.08775478787720203,1.4710279581082966,0.4702559585965941,126.47838795632633,0.0012299023003837113,0.22396848863149665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,val,0.000984293151406259,9.428648591041565,0.10904744020378103,1.4948275186577622,0.5400385158706684,127.57960183279855,0.001156883582422909,0.22104685616736508,9.31812515307446,8.933281623587316,0.08065518122926658,1.4899078084498036,0.45931634839091984,127.91616171233508,0.0010472643806846166
17,train,0.000975530705321762,9.02790752124461,0.08810863169641218,1.4677189539723836,0.47898561606635004,126.19343741355088,0.0012078298903038605,0.22795438673665092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,val,0.000975530705321762,9.41241376740592,0.10778126154779172,1.495867909825578,0.531188712284273,127.6862186120481,0.001183334573490393,0.23127254433169656,9.296777511129575,8.934445999106583,0.08233443782569802,1.4931170891742318,0.44599167683294844,128.16254140892806,0.0010722149620830481
18,train,0.0009648917541198312,8.978623945151579,0.08673146835595064,1.4637269768291772,0.47001650436136094,125.98097652135856,0.0011825313724683909,0.2244890155493196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,val,0.0009648917541198312,9.491375237095113,0.11607495870213119,1.4927210339478083,0.5521906430319864,127.29334854593083,0.001184970553553359,0.22054314514508053,9.381103668894086,8.979009163622953,0.08603607393725186,1.4859383075821155,0.4732671557944648,127.52304933509048,0.0010614765078014675
19,train,0.0009524182848803864,8.92726562779918,0.08547712678134238,1.4561747078602632,0.46840894079859346,125.41099280139285,0.001155811367729685,0.22131285044672952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,val,0.0009524182848803864,9.380589889020335,0.10851537554087687,1.492309392714987,0.5256986329141928,127.46747787631288,0.0011651717899699829,0.21491084118582765,9.273134455388906,8.927435147519015,0.08180499814298688,1.4933785157544273,0.4436875037392791,128.22859771884217,0.0010650777448044748
20,train,0.0009381595246879294,8.886528634374052,0.08580597643915297,1.447563434827043,0.46777277661061534,124.8384203080838,0.00115797010223769,0.22389024881321823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,val,0.0009381595246879294,9.481232502022568,0.11436624825000763,1.4965319408445943,0.543625142501325,127.81805953200983,0.0012586125732774902,0.22025887120743187,9.371103084817225,8.985247434401998,0.08545086546135801,1.4903658026335191,0.4673585417319317,128.06195286342077,0.001090564608231795
21,train,0.0009221717463547323,8.838396546783708,0.08429447209316308,1.439596484138697,0.47057971292184886,124.29498711543685,0.001157613977735843,0.2172292072847231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,val,0.0009221717463547323,9.454712169510978,0.11071760156096852,1.4946948277707002,0.5476557966701838,127.70848612882654,0.0012317585888941183,0.22057460142033442,9.344424841355304,8.945574609600769,0.08304104216548862,1.4849894028537127,0.46939463685361704,127.72980705572634,0.0011020440662312986
22,train,0.0009045180463377549,8.787441930673229,0.0836159375276887,1.4330343187058745,0.4639417953255234,123.74559890694992,0.001140887251858037,0.21700946066159843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,val,0.0009045180463377549,9.469053599299217,0.11094457838608295,1.5020900119324119,0.5376505611502395,128.38660956402214,0.001301940779702985,0.2120787829768901,9.363014189564453,8.972567256616086,0.08289833971280225,1.4932424334847196,0.4627443547455632,128.24489344382772,0.001155870942261108
23,train,0.0008852680957257557,8.780777294888024,0.08297714950841034,1.4326049040608846,0.4640400995064921,123.76922634762708,0.0011294448751012188,0.2165356682225706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,val,0.0008852680957257557,9.389222648678993,0.11212973969475347,1.49031021582837,0.5223011473307804,127.45008386884417,0.001217430090408164,0.2151047304576757,9.28167028086526,8.856113358419769,0.08017863057629794,1.480128448228447,0.4468340641077684,127.22559574672154,0.0011052286465609521
24,train,0.0008644978652793346,8.72119028413662,0.08284462528754623,1.4218083699408652,0.46191749495450957,122.9792050957273,0.0011261928609632745,0.21567590069343612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,val,0.0008644978652793346,9.398898190381576,0.11122838479979914,1.4962655591721437,0.5161804477779233,128.02906172616142,0.0012276660824997578,0.2119938256789227,9.29290127267643,8.902056170969594,0.08323009374874588,1.49004999958739,0.4343253025899128,128.03116759475395,0.0010897298361298305
25,train,0.0008422893256090478,8.660124788512142,0.08179879698381082,1.4107292308742276,0.4630820564544242,122.1909126828555,0.001132619286507508,0.21431329959539422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,val,0.0008422893256090478,9.417650577973346,0.1106042558973541,1.4895546180861337,0.543579490817323,126.96116926232163,0.0011333958483396135,0.21584410144358265,9.309728522689975,8.89714436871665,0.08041840575027223,1.4834232816890793,0.4582806516970907,127.4090538803412,0.0010755793925027876
26,train,0.0008187301236748574,8.577328377616283,0.08096726866178341,1.3959579697648006,0.46135680540226426,121.18952066987855,0.001132433327036487,0.21497559157095264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,val,0.0008187301236748574,9.424237192893514,0.11225737912618385,1.49476877280644,0.5276854973362417,127.54108109766123,0.0011995238624988313,0.2172418120412194,9.315616276799416,8.897359222781901,0.08071227225341968,1.4897280213784199,0.44159505120953735,127.7601265809974,0.0010862114464469748
27,train,0.000793913236883622,8.497623415937197,0.08017745909659325,1.3812457504125992,0.46123376198799537,120.0901189550198,0.0011433972475482883,0.2142263763542875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,val,0.000793913236883622,9.36373059846917,0.10726244709625536,1.49361567472925,0.5198892324554677,127.68141692025321,0.0012424738723689653,0.20883087658000235,9.259315172020269,8.900301794616544,0.08020588379277259,1.4900511418070113,0.4440236937026588,127.96470976848991,0.0011149272613693029
28,train,0.0007679366061497492,8.400133603262006,0.07993832192425028,1.3624967218665947,0.46050116582535233,118.81436602491567,0.0011700904343488591,0.21298875142232143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,val,0.0007679366061497492,10.066106830324445,0.1436611822977358,1.5056500422711274,0.5661547275222077,128.35161364808374,0.0014969265223266936,0.7983409135925527,9.666936426746602,9.011430771983399,0.08372331269997724,1.494926882641656,0.4750848588894825,128.5809477981256,0.0011269044352586058
